"category","index","accuracy"
"Model 10","6255","4"
"Model 10","12112","4"
"Model 9","13081","2"
"Model 10","2697","4"
"Model 9","8375","1"
"Model 9","7949","3"
"Actual","13693","4"
"Actual","659","3"
"Actual","12873","1"
"Actual","1647","3"
"Model 9","2248","3"
"Model 10","307","1"
"Model 10","9313","3"
"Actual","13503","2"
"Model 10","13139","4"
"Actual","6014","1"
"Model 9","6780","4"
"Model 9","5585","4"
"Model 9","2277","1"
"Model 9","1186","4"
"Actual","14478","1"
"Model 9","8462","1"
"Actual","13314","2"
"Model 9","5609","4"
"Model 10","12585","2"
"Model 9","12667","3"
"Model 9","3119","4"
"Model 9","10411","4"
"Model 9","7952","1"
"Model 10","10145","4"
"Model 9","3292","4"
"Model 10","10936","1"
"Actual","14645","4"
"Model 9","1633","1"
"Model 10","8957","2"
"Model 9","316","1"
"Model 10","4777","4"
"Actual","4733","4"
"Model 10","10346","4"
"Model 10","9331","2"
"Model 10","6197","3"
"Actual","1312","1"
"Model 9","4030","1"
"Actual","9173","1"
"Actual","1186","2"
"Model 9","11916","1"
"Model 10","9929","2"
"Model 9","11570","3"
"Model 9","8072","2"
"Model 9","9153","4"
"Actual","3623","2"
"Model 9","918","1"
"Model 10","3623","2"
"Model 10","13583","1"
"Model 9","4867","2"
"Actual","11355","1"
"Model 9","13902","3"
"Model 9","4258","4"
"Model 9","13494","3"
"Actual","5816","4"
"Model 10","8176","2"
"Model 9","9368","1"
"Actual","6802","2"
"Actual","9929","1"
"Model 9","6043","2"
"Model 9","2273","2"
"Actual","3227","2"
"Model 9","4930","4"
"Model 9","7956","4"
"Model 10","5073","4"
"Model 9","2123","4"
"Model 9","12186","4"
"Actual","4941","3"
"Model 9","6717","3"
"Actual","11450","3"
"Model 10","10811","1"
"Actual","5326","1"
"Actual","14284","1"
"Model 10","13447","2"
"Actual","324","3"
"Model 10","8468","4"
"Model 10","14184","2"
"Model 10","13590","1"
"Model 10","12536","4"
"Model 9","10595","3"
"Model 10","12755","2"
"Actual","8080","1"
"Model 9","9536","3"
"Actual","9918","4"
"Model 10","9817","1"
"Actual","11045","4"
"Actual","10382","4"
"Model 10","1462","4"
"Actual","2398","1"
"Actual","7965","2"
"Actual","14080","1"
"Model 9","12987","2"
"Model 10","6920","4"
"Actual","13081","3"
"Actual","1820","2"
"Actual","4730","4"
"Model 10","12017","3"
"Actual","8506","2"
"Actual","4008","1"
"Model 10","13888","3"
"Model 10","5686","4"
"Model 10","4151","1"
"Model 9","4949","3"
"Model 9","6847","2"
"Model 10","12985","3"
"Model 10","14281","1"
"Model 10","12556","4"
"Model 10","5377","1"
"Model 10","3331","2"
"Model 9","1536","1"
"Model 10","7107","4"
"Model 10","10806","4"
"Actual","348","3"
"Model 10","13797","1"
"Actual","13682","4"
"Model 9","14538","1"
"Model 9","11554","1"
"Actual","5255","4"
"Model 9","11271","1"
"Model 9","1227","4"
"Actual","12065","1"
"Model 10","6481","2"
"Model 9","70","4"
"Actual","2701","2"
"Model 10","430","4"
"Model 9","8451","3"
"Model 9","3834","4"
"Actual","4754","2"
"Actual","7059","1"
"Actual","14590","4"
"Actual","9176","3"
"Model 10","2161","4"
"Model 10","2620","3"
"Model 9","6888","4"
"Model 9","1432","3"
"Model 9","5329","2"
"Actual","8249","3"
"Model 9","1206","2"
"Actual","8741","3"
"Model 10","13808","2"
"Actual","4670","0"
"Model 9","5985","2"
"Model 9","776","2"
"Model 9","2444","4"
"Actual","5640","4"
"Model 9","8858","2"
"Model 9","13190","2"
"Model 10","4504","4"
"Model 10","11376","4"
"Model 9","7667","4"
"Model 9","3177","4"
"Model 10","13752","4"
"Actual","8470","1"
"Model 10","3577","1"
"Actual","12483","1"
"Model 9","11832","1"
"Model 10","2887","4"
"Model 10","11501","3"
"Model 10","6946","4"
"Model 9","13173","4"
"Model 9","3807","4"
"Model 9","8420","2"
"Actual","11550","2"
"Model 9","13951","2"
"Model 10","9191","1"
"Actual","9779","3"
"Model 10","11158","2"
"Model 10","3370","3"
"Model 9","13996","1"
"Model 9","2116","1"
"Actual","6999","2"
"Actual","14519","4"
"Model 10","12927","2"
"Model 9","7608","1"
"Model 10","7030","2"
"Model 9","14300","2"
"Actual","2308","2"
"Actual","12707","1"
"Actual","8977","3"
"Model 10","4758","2"
"Model 9","12672","4"
"Model 10","9422","2"
"Model 10","1840","3"
"Model 10","4579","4"
"Model 10","11882","1"
"Model 10","7912","4"
"Model 9","8931","1"
"Model 10","14671","2"
"Actual","3544","1"
"Model 9","12848","2"
"Actual","8114","2"
"Model 9","11701","1"
"Model 9","2981","1"
"Model 10","4286","4"
"Model 10","9153","4"
"Actual","918","2"
"Model 10","1336","2"
"Model 9","2161","4"
"Actual","63","2"
"Model 9","5488","4"
"Actual","1269","4"
"Model 10","2230","3"
"Actual","1860","1"
"Model 10","8572","2"
"Actual","13485","2"
"Model 9","1289","2"
"Actual","10467","3"
"Model 9","7091","2"
"Actual","14430","3"
"Model 9","613","4"
"Actual","7272","4"
"Actual","5219","2"
"Actual","14087","4"
"Model 10","2113","4"
"Model 10","5363","3"
"Model 9","14954","1"
"Model 10","5589","4"
"Model 9","4137","4"
"Model 9","6456","4"
"Model 10","11435","4"
"Actual","4558","2"
"Model 10","6597","3"
"Model 9","11454","1"
"Actual","5261","1"
"Model 9","12127","3"
"Model 10","12889","3"
"Model 10","209","1"
"Actual","5722","3"
"Actual","5544","3"
"Model 10","5806","2"
"Model 10","7651","2"
"Model 9","7354","3"
"Model 10","5291","1"
"Model 10","7305","2"
"Model 10","11008","3"
"Model 9","2937","2"
"Model 9","1139","4"
"Model 9","14599","2"
"Model 9","13520","1"
"Actual","7385","2"
"Model 10","11719","2"
"Model 10","12592","3"
"Model 9","10803","2"
"Actual","14278","1"
"Model 10","9266","1"
"Model 9","1049","2"
"Model 9","8249","3"
"Model 9","4468","4"
"Model 10","2598","4"
"Model 10","14340","2"
"Actual","2144","4"
"Actual","9129","0"
"Model 10","5906","1"
"Actual","1073","4"
"Model 10","1858","4"
"Actual","8692","1"
"Model 10","3928","3"
"Model 9","10662","4"
"Model 9","5386","2"
"Model 10","11647","3"
"Actual","11665","2"
"Model 10","4106","3"
"Model 9","6838","4"
"Model 10","14641","4"
"Model 10","3374","2"
"Actual","8513","4"
"Model 10","9488","4"
"Model 10","7964","4"
"Model 9","419","4"
"Model 9","6612","4"
"Model 10","714","2"
"Actual","10033","1"
"Model 9","10799","2"
"Actual","8632","2"
"Model 9","6203","2"
"Model 10","6414","3"
"Model 10","9651","2"
"Actual","9281","4"
"Model 10","11466","4"
"Model 10","7609","1"
"Actual","7370","4"
"Actual","13597","3"
"Model 10","2007","4"
"Model 9","13987","3"
"Actual","2743","4"
"Model 10","9306","4"
"Actual","10159","1"
"Model 9","8028","1"
"Model 9","11500","4"
"Model 9","8280","1"
"Model 9","5761","4"
"Actual","11441","3"
"Actual","8244","2"
"Model 10","10628","1"
"Model 9","10145","4"
"Model 9","447","1"
"Model 9","301","3"
"Model 10","3267","3"
"Model 9","17","4"
"Model 10","13232","3"
"Model 9","4487","4"
"Actual","13390","4"
"Model 9","5892","2"
"Actual","600","2"
"Model 10","4311","2"
"Actual","9973","4"
"Model 10","10409","2"
"Model 10","10595","3"
"Actual","9280","1"
"Model 10","12672","2"
"Actual","4380","1"
"Model 10","6620","2"
"Model 10","13374","2"
"Model 10","9506","2"
"Actual","11332","4"
"Model 9","3331","1"
"Model 9","4828","2"
"Actual","1167","4"
"Model 9","5518","2"
"Actual","7878","0"
"Actual","14664","4"
"Actual","4369","4"
"Model 10","13399","2"
"Actual","13147","2"
"Model 9","4156","3"
"Model 9","5544","3"
"Actual","11433","4"
"Model 10","14202","3"
"Actual","9560","3"
"Model 10","7330","4"
"Actual","10505","4"
"Model 9","893","4"
"Model 9","1806","2"
"Model 9","3372","3"
"Model 10","13296","2"
"Model 10","2164","2"
"Model 10","10887","1"
"Model 9","662","3"
"Actual","6824","4"
"Model 10","8534","1"
"Model 10","11804","2"
"Actual","574","3"
"Model 10","14124","1"
"Actual","9374","2"
"Model 9","10893","2"
"Model 9","10095","3"
"Model 10","7008","2"
"Actual","1326","2"
"Model 10","8581","3"
"Model 9","9481","2"
"Actual","1518","1"
"Actual","11714","3"
"Model 9","994","3"
"Model 10","14439","1"
"Model 10","10266","2"
"Model 9","12794","1"
"Model 10","13414","1"
"Actual","8428","3"
"Actual","7400","1"
"Model 9","13805","2"
"Model 9","3308","4"
"Model 10","4282","1"
"Actual","11143","3"
"Model 10","9010","1"
"Model 10","5190","4"
"Actual","5609","4"
"Model 10","7176","3"
"Actual","8842","4"
"Model 9","2751","2"
"Actual","3209","3"
"Model 10","6560","4"
"Model 10","7137","2"
"Actual","8134","2"
"Model 10","70","4"
"Model 10","12497","3"
"Model 9","12276","4"
"Model 10","11669","3"
"Model 10","8122","3"
"Model 9","3099","4"
"Model 10","4706","1"
"Actual","6643","4"
"Model 10","2114","1"
"Actual","5131","1"
"Model 9","7929","4"
"Model 9","7209","1"
"Model 9","1583","3"
"Model 10","4013","4"
"Actual","9417","4"
"Model 10","6729","2"
"Model 10","13995","2"
"Model 10","8276","2"
"Model 9","2061","2"
"Actual","286","3"
"Actual","3741","1"
"Actual","10133","4"
"Actual","10338","3"
"Actual","14786","4"
"Model 9","7800","4"
"Model 10","14201","4"
"Model 10","4934","4"
"Actual","10114","0"
"Actual","10031","2"
"Model 9","9010","1"
"Model 9","3042","1"
"Model 9","9355","2"
"Model 10","9648","1"
"Actual","5518","1"
"Model 10","345","1"
"Model 9","7003","4"
"Model 9","9069","4"
"Model 9","9878","3"
"Model 9","7834","2"
"Model 10","14583","2"
"Actual","12498","1"
"Model 9","6224","1"
"Actual","3370","3"
"Actual","5905","3"
"Model 9","12762","2"
"Actual","1371","4"
"Model 10","13339","1"
"Model 9","6990","4"
"Actual","7555","2"
"Model 9","7569","4"
"Actual","8378","4"
"Model 9","7231","4"
"Actual","7219","4"
"Actual","8693","3"
"Actual","1562","4"
"Model 9","6806","1"
"Model 10","12499","4"
"Actual","12177","3"
"Model 9","8811","1"
"Model 10","335","3"
"Model 9","7526","3"
"Model 9","12322","3"
"Model 10","4867","3"
"Model 10","11236","1"
"Actual","817","4"
"Model 10","12663","4"
"Actual","14060","1"
"Model 10","12473","2"
"Actual","6807","1"
"Model 9","14123","1"
"Model 10","6591","4"
"Actual","4079","4"
"Actual","11126","1"
"Model 9","9968","1"
"Actual","13604","4"
"Actual","11737","2"
"Actual","4097","2"
"Actual","7278","4"
"Model 9","14448","4"
"Model 10","13131","3"
"Model 10","5131","1"
"Model 10","11313","4"
"Model 9","1546","4"
"Model 9","8421","2"
"Model 9","13331","2"
"Model 9","8960","3"
"Model 10","8474","2"
"Model 9","9704","4"
"Model 10","11820","1"
"Actual","7950","2"
"Model 9","203","4"
"Model 10","6027","4"
"Actual","8225","3"
"Model 10","11123","3"
"Model 9","6055","2"
"Actual","7964","2"
"Model 9","14106","4"
"Actual","2655","2"
"Actual","12882","1"
"Model 10","13381","2"
"Model 9","13727","2"
"Model 10","7554","1"
"Actual","12499","1"
"Model 9","10628","2"
"Model 10","10324","0"
"Model 10","662","3"
"Model 10","7509","4"
"Model 9","11963","2"
"Model 9","3325","2"
"Actual","5049","2"
"Actual","9404","0"
"Model 10","6043","1"
"Model 10","4737","4"
"Model 10","14256","4"
"Actual","5287","2"
"Model 10","13125","2"
"Model 9","7296","2"
"Model 10","4694","2"
"Model 9","3227","1"
"Actual","5339","4"
"Model 10","13902","2"
"Actual","906","4"
"Model 9","14650","4"
"Actual","6091","1"
"Model 9","2106","4"
"Actual","14595","4"
"Model 10","4369","4"
"Model 10","11294","1"
"Model 10","10907","4"
"Actual","5258","4"
"Model 9","10132","3"
"Actual","4856","2"
"Model 9","3057","2"
"Model 9","12862","4"
"Model 9","9398","4"
"Model 9","3836","4"
"Model 10","4233","2"
"Model 10","5488","4"
"Model 10","12322","3"
"Model 9","5556","1"
"Model 9","5176","4"
"Actual","6895","1"
"Model 10","3077","2"
"Actual","10607","1"
"Actual","1856","2"
"Model 10","13078","3"
"Model 9","12696","1"
"Model 9","14645","3"
"Actual","11861","4"
"Actual","10887","3"
"Model 10","13485","3"
"Model 10","8104","4"
"Actual","1091","4"
"Model 9","11300","4"
"Actual","10694","0"
"Model 10","555","4"
"Model 9","11414","3"
"Model 9","1790","1"
"Actual","11744","3"
"Model 9","5255","4"
"Actual","924","2"
"Model 10","5856","2"
"Actual","3773","0"
"Model 10","4297","2"
"Actual","1967","1"
"Model 10","9372","0"
"Actual","5707","4"
"Actual","13453","2"
"Actual","12641","1"
"Actual","14286","3"
"Model 9","11109","4"
"Model 10","12230","1"
"Model 10","6513","2"
"Model 9","12819","4"
"Actual","6127","2"
"Model 9","2434","1"
"Actual","4841","2"
"Model 10","9348","4"
"Actual","1583","3"
"Actual","6603","4"
"Model 10","11190","2"
"Model 9","2745","1"
"Model 9","135","3"
"Model 10","1536","2"
"Actual","11157","1"
"Model 10","11013","4"
"Model 10","856","2"
"Actual","13780","2"
"Model 10","13437","1"
"Model 9","11962","1"
"Model 10","636","4"
"Actual","820","4"
"Model 10","13678","3"
"Actual","12601","1"
"Model 10","13597","4"
"Model 9","14446","2"
"Actual","6557","4"
"Model 10","11059","3"
"Actual","10903","4"
"Model 9","11324","4"
"Model 9","4097","1"
"Actual","3329","1"
"Model 10","7935","3"
"Actual","14870","4"
"Model 9","2800","3"
"Model 10","8470","1"
"Actual","12985","3"
"Actual","3964","2"
"Model 9","5220","4"
"Model 10","8190","1"
"Model 9","4315","2"
"Model 10","2647","2"
"Model 10","8178","1"
"Actual","10181","1"
"Actual","4136","3"
"Model 10","14100","1"
"Model 10","7916","3"
"Model 10","9639","2"
"Model 9","1338","4"
"Model 9","13524","4"
"Model 9","8908","4"
"Actual","4894","2"
"Model 9","11441","1"
"Model 9","5281","4"
"Model 10","12864","1"
"Model 9","9374","3"
"Model 9","6475","2"
"Actual","11253","1"
"Model 10","8409","3"
"Model 9","8231","4"
"Actual","13129","4"
"Actual","13522","3"
"Model 9","9551","1"
"Model 9","2271","4"
"Model 9","1820","1"
"Actual","1117","4"
"Actual","10051","4"
"Model 9","3181","2"
"Model 10","1175","1"
"Model 10","6838","4"
"Model 9","10021","1"
"Actual","12616","4"
"Model 9","9201","4"
"Model 10","8992","4"
"Model 9","1715","2"
"Model 10","8639","1"
"Actual","4594","4"
"Model 10","11550","4"
"Model 10","6573","2"
"Model 9","5067","1"
"Model 10","619","2"
"Model 10","13613","4"
"Actual","6863","1"
"Actual","4302","3"
"Actual","9815","4"
"Model 9","8153","1"
"Model 10","7438","4"
"Model 9","5144","2"
"Model 10","4166","2"
"Model 10","6005","3"
"Model 10","12562","2"
"Model 9","2206","2"
"Actual","11571","4"
"Actual","4108","1"
"Actual","7445","4"
"Model 10","6498","4"
"Model 10","7209","1"
"Actual","9982","4"
"Actual","12736","3"
"Actual","6595","2"
"Model 10","7540","4"
"Actual","9331","3"
"Model 9","10849","4"
"Actual","2937","2"
"Model 10","4754","4"
"Model 10","11066","1"
"Actual","12324","2"
"Model 9","5199","4"
"Actual","3390","4"
"Actual","13772","1"
"Model 9","14251","3"
"Model 9","14577","4"
"Actual","221","4"
"Model 9","7583","4"
"Model 10","3099","4"
"Actual","4949","3"
"Model 10","2917","3"
"Model 10","6799","2"
"Model 9","14921","1"
"Model 10","9256","2"
"Actual","1720","2"
"Model 10","2321","3"
"Model 9","7319","4"
"Actual","12210","2"
"Model 10","14242","3"
"Model 9","13752","4"
"Model 10","1091","4"
"Model 9","3374","0"
"Actual","2647","0"
"Model 10","12459","1"
"Model 9","5679","4"
"Model 9","11887","4"
"Model 10","537","4"
"Model 10","13142","4"
"Model 10","2861","4"
"Actual","13031","2"
"Model 9","14454","3"
"Model 9","973","4"
"Model 9","11211","0"
"Actual","9583","4"
"Model 9","14023","4"
"Actual","5238","1"
"Model 9","6798","3"
"Model 9","14148","2"
"Model 10","6933","4"
"Model 9","2419","2"
"Model 10","85","2"
"Model 10","2372","2"
"Model 10","2793","4"
"Model 10","1961","2"
"Actual","8747","4"
"Actual","10816","3"
"Model 9","7271","4"
"Actual","11957","1"
"Actual","9132","1"
"Actual","9310","2"
"Actual","14641","4"
"Model 10","5307","4"
"Actual","4845","2"
"Model 10","2273","2"
"Model 9","8854","4"
"Model 9","3004","4"
"Model 9","7697","3"
"Actual","11500","2"
"Model 9","13078","3"
"Model 10","580","4"
"Model 10","2664","1"
"Actual","13408","3"
"Model 10","10519","4"
"Model 9","11313","4"
"Model 9","12839","1"
"Actual","1165","4"
"Actual","362","2"
"Actual","3006","3"
"Actual","2560","4"
"Model 9","6917","1"
"Model 9","13147","1"
"Model 9","2793","4"
"Actual","6160","1"
"Model 10","9286","2"
"Model 9","5873","3"
"Actual","3406","3"
"Model 9","13212","1"
"Model 9","3911","4"
"Model 9","6111","2"
"Model 10","4510","3"
"Actual","5369","4"
"Actual","13807","4"
"Model 10","1892","2"
"Model 9","2934","3"
"Model 10","6570","4"
"Model 10","1749","2"
"Model 10","8960","3"
"Actual","14267","1"
"Model 9","13941","2"
"Model 9","12339","2"
"Model 9","6020","4"
"Model 10","3943","4"
"Actual","7958","1"
"Actual","9339","2"
"Model 10","3766","4"
"Model 9","2768","4"
"Model 10","659","1"
"Model 10","618","3"
"Model 10","11624","3"
"Actual","9711","4"
"Model 10","7313","1"
"Model 10","6160","1"
"Actual","551","3"
"Model 10","7539","3"
"Model 10","4029","1"
"Model 10","13225","3"
"Model 10","14087","1"
"Actual","3705","3"
"Model 10","14749","3"
"Actual","1288","4"
"Actual","14423","1"
"Model 10","239","2"
"Model 10","10000","3"
"Actual","1090","1"
"Model 9","12716","4"
"Actual","5470","2"
"Model 9","11446","1"
"Actual","3291","4"
"Model 10","14521","1"
"Actual","10210","1"
"Model 9","3019","2"
"Actual","3568","2"
"Model 9","10346","4"
"Model 9","2813","3"
"Model 9","11048","4"
"Model 9","5198","4"
"Model 10","2581","3"
"Model 10","13898","4"
"Actual","827","1"
"Model 9","5753","4"
"Actual","6096","1"
"Model 10","4484","2"
"Actual","13636","4"
"Model 9","272","4"
"Actual","7715","2"
"Model 9","12601","3"
"Model 10","11479","1"
"Model 9","5082","3"
"Model 9","1247","4"
"Actual","4029","2"
"Model 10","7142","4"
"Model 9","1161","4"
"Model 9","12142","4"
"Model 9","12246","2"
"Model 10","7934","2"
"Model 9","14839","2"
"Model 9","4352","1"
"Model 9","10947","2"
"Model 10","7138","3"
"Actual","8840","4"
"Model 10","12392","4"
"Model 10","4461","3"
"Model 10","13880","4"
"Model 10","11701","1"
"Model 10","12349","1"
"Model 9","4226","4"
"Model 10","3358","1"
"Model 10","6775","4"
"Model 10","14346","4"
"Model 10","2411","4"
"Model 9","11669","3"
